enact	(v) 制定(法律);扮演(角色)	(adj) 不正常的	(adj) 土著的;土著居民的	(adj) 心不在焉的;健忘的
petroleum	(n) 石油	(n) 配藥者;藥劑師	(n) 製藥業;藥房	(n) 階段;相
pharmacist	(n) 配藥者;藥劑師	(n) 製藥業;藥房	(n) 階段;相	(n) 虔誠;孝順
pharmacy	(n) 製藥業;藥房	(n) 階段;相	(n) 虔誠;孝順	(n) 導管;輸油管
phase	(n) 階段;相	(n) 虔誠;孝順	(n) 導管;輸油管	(n) 大水罐;一壺的量;投手
piety	(n) 虔誠;孝順	(n) 導管;輸油管	(n) 大水罐;一壺的量;投手	(n) 境況;困境
pipeline	(n) 導管;輸油管	(n) 大水罐;一壺的量;投手	(n) 境況;困境	(n) 肺炎
pitcher	(n) 大水罐;一壺的量;投手	(n) 境況;困境	(n) 肺炎	(n) 煮蛋用的鍋;蒸鍋;偷獵者
plight	(n) 境況;困境	(n) 肺炎	(n) 煮蛋用的鍋;蒸鍋;偷獵者	(n) 污染物;污染源
pneumonia	(n) 肺炎	(n) 煮蛋用的鍋;蒸鍋;偷獵者	(n) 污染物;污染源	(n) 姿勢;姿態
poacher	(n) 煮蛋用的鍋;蒸鍋;偷獵者	(n) 污染物;污染源	(n) 姿勢;姿態	(n) 先例;慣例
pollutant	(n) 污染物;污染源	(n) 姿勢;姿態	(n) 先例;慣例	(n) 精確(性);準確(性);清晰(性)
posture	(n) 姿勢;姿態	(n) 先例;慣例	(n) 精確(性);準確(性);清晰(性)	(n) 前任;祖先
precedent	(n) 先例;慣例	(n) 精確(性);準確(性);清晰(性)	(n) 前任;祖先	(n) 預言;預報
precision	(n) 精確(性);準確(性);清晰(性)	(n) 前任;祖先	(n) 預言;預報	(n) 序言;緒言
predecessor	(n) 前任;祖先	(n) 預言;預報	(n) 序言;緒言	(n) 偏見;歧視
prediction	(n) 預言;預報	(n) 序言;緒言	(n) 偏見;歧視	(n) 初步;初試;預賽
preface	(n) 序言;緒言	(n) 偏見;歧視	(n) 初步;初試;預賽	(n) 首相;總理
prejudice	(n) 偏見;歧視	(n) 初步;初試;預賽	(n) 首相;總理	(n) 指示;法規;處方
preliminary	(n) 初步;初試;預賽	(n) 首相;總理	(n) 指示;法規;處方	(n) 公司總裁(大學校長等)的職位
premier	(n) 首相;總理	(n) 指示;法規;處方	(n) 公司總裁(大學校長等)的職位	(n) 名望;聲望
prescription	(n) 指示;法規;處方	(n) 公司總裁(大學校長等)的職位	(n) 名望;聲望	(n) 預防法;預防措施;預防物
presidency	(n) 公司總裁(大學校長等)的職位	(n) 名望;聲望	(n) 預防法;預防措施;預防物	(n) 生產力;生產率
prestige	(n) 名望;聲望	(n) 預防法;預防措施;預防物	(n) 生產力;生產率	(n) 精通;熟練
preventive	(n) 預防法;預防措施;預防物	(n) 生產力;生產率	(n) 精通;熟練	(n) 革新主義者
productivity	(n) 生產力;生產率	(n) 精通;熟練	(n) 革新主義者	(n) 禁止;禁令
proficiency	(n) 精通;熟練	(n) 革新主義者	(n) 禁止;禁令	(n) 規劃;投影;投射;預測
progressive	(n) 革新主義者	(n) 禁止;禁令	(n) 規劃;投影;投射;預測	(n) 宣傳
prohibition	(n) 禁止;禁令	(n) 規劃;投影;投射;預測	(n) 宣傳	(n) 螺旋槳;推進器
projection	(n) 規劃;投影;投射;預測	(n) 宣傳	(n) 螺旋槳;推進器	(n) 散文;平凡
propaganda	(n) 宣傳	(n) 螺旋槳;推進器	(n) 散文;平凡	(n) 起訴;告發
propeller	(n) 螺旋槳;推進器	(n) 散文;平凡	(n) 起訴;告發	(n) 地方居民;鄉下人
prose	(n) 散文;平凡	(n) 起訴;告發	(n) 地方居民;鄉下人	(n) 四處覓食;徘徊
prosecution	(n) 起訴;告發	(n) 地方居民;鄉下人	(n) 四處覓食;徘徊	(n) 純淨;清潔;純潔
provincial	(n) 地方居民;鄉下人	(n) 四處覓食;徘徊	(n) 純淨;清潔;純潔	(n) 資格,能力
prowl	(n) 四處覓食;徘徊	(n) 純淨;清潔;純潔	(n) 資格,能力	(n) 質問;詢問
purity	(n) 純淨;清潔;純潔	(n) 資格,能力	(n) 質問;詢問	(n) 問卷;意見調查表
qualification	(n) 資格,能力	(n) 質問;詢問	(n) 問卷;意見調查表	(n) 種族主義;種族歧視
query	(n) 質問;詢問	(n) 問卷;意見調查表	(n) 種族主義;種族歧視	(n) 發光(或發熱)的物體,光點
questionnaire	(n) 問卷;意見調查表	(n) 種族主義;種族歧視	(n) 發光(或發熱)的物體,光點	(n) 放射線
racism	(n) 種族主義;種族歧視	(n) 發光(或發熱)的物體,光點	(n) 放射線	(n) 散熱器
radiant	(n) 發光(或發熱)的物體,光點	(n) 放射線	(n) 散熱器	(n) 根部;基礎;基本原理
radiation	(n) 放射線	(n) 散熱器	(n) 根部;基礎;基本原理	(n) 筏子;橡皮艇
radiator	(n) 散熱器	(n) 根部;基礎;基本原理	(n) 筏子;橡皮艇	(n) 突然襲擊;劫掠
radical	(n) 根部;基礎;基本原理	(n) 筏子;橡皮艇	(n) 突然襲擊;劫掠	(n) 贖金
raft	(n) 筏子;橡皮艇	(n) 突然襲擊;劫掠	(n) 贖金	(n) 疹子
raid	(n) 突然襲擊;劫掠	(n) 贖金	(n) 疹子	(n) 毀滅;蹂躪;劫掠;災害,災難
ransom	(n) 贖金	(n) 疹子	(n) 毀滅;蹂躪;劫掠;災害,災難	(n) 現實性;現實主義
rash	(n) 疹子	(n) 毀滅;蹂躪;劫掠;災害,災難	(n) 現實性;現實主義	(n) 領悟;體現
ravage	(n) 毀滅;蹂躪;劫掠;災害,災難	(n) 現實性;現實主義	(n) 領悟;體現	(n) 反叛;反抗
realism	(n) 現實性;現實主義	(n) 領悟;體現	(n) 反叛;反抗	(n) 衰退
realization	(n) 領悟;體現	(n) 反叛;反抗	(n) 衰退	(n) 接受者
rebellion	(n) 反叛;反抗	(n) 衰退	(n) 接受者	(n) 推薦;推薦信
recession	(n) 衰退	(n) 接受者	(n) 推薦;推薦信	(n) 新兵;新手;補給品
recipient	(n) 接受者	(n) 推薦;推薦信	(n) 新兵;新手;補給品	(n) 優雅,高雅;提煉,精煉
recommendation	(n) 推薦;推薦信	(n) 新兵;新手;補給品	(n) 優雅,高雅;提煉,精煉	(n) 茶點;精力恢復
recruit	(n) 新兵;新手;補給品	(n) 優雅,高雅;提煉,精煉	(n) 茶點;精力恢復	(n) 償還;退款
refinement	(n) 優雅,高雅;提煉,精煉	(n) 茶點;精力恢復	(n) 償還;退款	(n) 政體;政權
refreshment	(n) 茶點;精力恢復	(n) 償還;退款	(n) 政體;政權	(n) 排練,試演;練習
refund	(n) 償還;退款	(n) 政體;政權	(n) 排練,試演;練習	(n) 韁繩;駕馭;控制
regime	(n) 政體;政權	(n) 排練,試演;練習	(n) 韁繩;駕馭;控制	(n) 轉達;轉播;接力賽跑
rehearsal	(n) 排練,試演;練習	(n) 韁繩;駕馭;控制	(n) 轉達;轉播;接力賽跑	(n) 信任;依賴
rein	(n) 韁繩;駕馭;控制	(n) 轉達;轉播;接力賽跑	(n) 信任;依賴	(n) 滋味;愛好;開胃食品
relay	(n) 轉達;轉播;接力賽跑	(n) 信任;依賴	(n) 滋味;愛好;開胃食品	(n) 剩餘物;其餘的人;餘數
reliance	(n) 信任;依賴	(n) 滋味;愛好;開胃食品	(n) 剩餘物;其餘的人;餘數	(n) 除去;免職
relish	(n) 滋味;愛好;開胃食品	(n) 剩餘物;其餘的人;餘數	(n) 除去;免職	(n) 文藝復興
remainder	(n) 剩餘物;其餘的人;餘數	(n) 除去;免職	(n) 文藝復興	(n) 租金;租賃;出租
removal	(n) 除去;免職	(n) 文藝復興	(n) 租金;租賃;出租	(n) 相似
renaissance	(n) 文藝復興	(n) 租金;租賃;出租	(n) 相似	(n) 蓄水庫;貯水池
rental	(n) 租金;租賃;出租	(n) 相似	(n) 蓄水庫;貯水池	(n) 恢復;復辟;修復;重建;歸還
resemblance	(n) 相似	(n) 蓄水庫;貯水池	(n) 恢復;復辟;修復;重建;歸還	(n) 克制;控制;管押
reservoir	(n) 蓄水庫;貯水池	(n) 恢復;復辟;修復;重建;歸還	(n) 克制;控制;管押	(n) 零售
restoration	(n) 恢復;復辟;修復;重建;歸還	(n) 克制;控制;管押	(n) 零售	(n) 揭示;顯示;天啟
restraint	(n) 克制;控制;管押	(n) 零售	(n) 揭示;顯示;天啟	(n) (國家的)歲入;稅收
retail	(n) 零售	(n) 揭示;顯示;天啟	(n) (國家的)歲入;稅收	(n) 甦醒;再生;復興
revelation	(n) 揭示;顯示;天啟	(n) (國家的)歲入;稅收	(n) 甦醒;再生;復興	(n) 修辭;修辭學;辭令
revenue	(n) (國家的)歲入;稅收	(n) 甦醒;再生;復興	(n) 修辭;修辭學;辭令	(n) 嘲笑;揶揄;奚落
revival	(n) 甦醒;再生;復興	(n) 修辭;修辭學;辭令	(n) 嘲笑;揶揄;奚落	(n) 暴亂;騷亂;狂歡
rhetoric	(n) 修辭;修辭學;辭令	(n) 嘲笑;揶揄;奚落	(n) 暴亂;騷亂;狂歡	(n) 儀式;慣例
ridicule	(n) 嘲笑;揶揄;奚落	(n) 暴亂;騷亂;狂歡	(n) 儀式;慣例	(n) 儀式;典禮;老規矩
riot	(n) 暴亂;騷亂;狂歡	(n) 儀式;慣例	(n) 儀式;典禮;老規矩	(n) (競爭或對抗)行為
rite	(n) 儀式;慣例	(n) 儀式;典禮;老規矩	(n) (競爭或對抗)行為	(n) 旋轉;自轉;輪流
ritual	(n) 儀式;典禮;老規矩	(n) (競爭或對抗)行為	(n) 旋轉;自轉;輪流	(n) (總稱)皇族或王族;王位;專利權稅
rivalry	(n) (競爭或對抗)行為	(n) 旋轉;自轉;輪流	(n) (總稱)皇族或王族;王位;專利權稅	(n) 保護;防衛;預防措施
rotation	(n) 旋轉;自轉;輪流	(n) (總稱)皇族或王族;王位;專利權稅	(n) 保護;防衛;預防措施	(n) (旅館;輪船等的)大廳;酒館
royalty	(n) (總稱)皇族或王族;王位;專利權稅	(n) 保護;防衛;預防措施	(n) (旅館;輪船等的)大廳;酒館	(n) 拯救;救星;救世
safeguard	(n) 保護;防衛;預防措施	(n) (旅館;輪船等的)大廳;酒館	(n) 拯救;救星;救世	(n) 國際制裁
saloon	(n) (旅館;輪船等的)大廳;酒館	(n) 拯救;救星;救世	(n) 國際制裁	(n) 聖所;聖殿;庇護所
salvation	(n) 拯救;救星;救世	(n) 國際制裁	(n) 聖所;聖殿;庇護所	(n) 公共衛生;衛生設備
sanction	(n) 國際制裁	(n) 聖所;聖殿;庇護所	(n) 公共衛生;衛生設備	(n) 範圍;領域
sanctuary	(n) 聖所;聖殿;庇護所	(n) 公共衛生;衛生設備	(n) 範圍;領域	(n) 筆跡;(戲劇、廣播等的)腳本
sanitation	(n) 公共衛生;衛生設備	(n) 範圍;領域	(n) 筆跡;(戲劇、廣播等的)腳本	(n) 扇形;扇形面部分;部門
scope	(n) 範圍;領域	(n) 筆跡;(戲劇、廣播等的)腳本	(n) 扇形;扇形面部分;部門	(n) 專題討論(課或會議)
script	(n) 筆跡;(戲劇、廣播等的)腳本	(n) 扇形;扇形面部分;部門	(n) 專題討論(課或會議)	(n) 參議員
sector	(n) 扇形;扇形面部分;部門	(n) 專題討論(課或會議)	(n) 參議員	(n) 連續;一連串;次序
seminar	(n) 專題討論(課或會議)	(n) 參議員	(n) 連續;一連串;次序	(n) 晴朗;平靜;沈著
senator	(n) 參議員	(n) 連續;一連串;次序	(n) 晴朗;平靜;沈著	(n) 服務;侍候;(食物、飲料等)一份
sequence	(n) 連續;一連串;次序	(n) 晴朗;平靜;沈著	(n) 服務;侍候;(食物、飲料等)一份	(n) 開庭;會期;講習會
serenity	(n) 晴朗;平靜;沈著	(n) 服務;侍候;(食物、飲料等)一份	(n) 開庭;會期;講習會	(n) 挫折;倒退
serving	(n) 服務;侍候;(食物、飲料等)一份	(n) 開庭;會期;講習會	(n) 挫折;倒退	(n) 污水管;下水道
session	(n) 開庭;會期;講習會	(n) 挫折;倒退	(n) 污水管;下水道	(n) 分水嶺;小屋;堆房
setback	(n) 挫折;倒退	(n) 污水管;下水道	(n) 分水嶺;小屋;堆房	(n) 先令
sewer	(n) 污水管;下水道	(n) 分水嶺;小屋;堆房	(n) 先令	(n) 圍攻;包圍;圍城
shed	(n) 分水嶺;小屋;堆房	(n) 先令	(n) 圍攻;包圍;圍城	(n) 簽名,簽署
shilling	(n) 先令	(n) 圍攻;包圍;圍城	(n) 簽名,簽署	(n) 矽
siege	(n) 圍攻;包圍;圍城	(n) 簽名,簽署	(n) 矽	(n) 簡單;單純
signature	(n) 簽名,簽署	(n) 矽	(n) 簡單;單純	(n) 掠過
silicon	(n) 矽	(n) 簡單;單純	(n) 掠過	(n) slang
simplicity	(n) 簡單;單純	(n) 掠過	(n) slang	(n) 猛砍;亂砍;大幅度削減
skim	(n) 掠過	(n) slang	(n) 猛砍;亂砍;大幅度削減	(n) 奴隸身分;奴役
slang	(n) slang	(n) 猛砍;亂砍;大幅度削減	(n) 奴隸身分;奴役	(n) 狹長孔;投幣口;位置;吃角子老虎
slash	(n) 猛砍;亂砍;大幅度削減	(n) 奴隸身分;奴役	(n) 狹長孔;投幣口;位置;吃角子老虎	(n) 貧民窟;陋巷
slavery	(n) 奴隸身分;奴役	(n) 狹長孔;投幣口;位置;吃角子老虎	(n) 貧民窟;陋巷	(n) 滋味;少許;掌摑;咂嘴(聲);響吻
slot	(n) 狹長孔;投幣口;位置;吃角子老虎	(n) 貧民窟;陋巷	(n) 滋味;少許;掌摑;咂嘴(聲);響吻	(n) 天花
slum	(n) 貧民窟;陋巷	(n) 滋味;少許;掌摑;咂嘴(聲);響吻	(n) 天花	(n) 窒息狀態
smack	(n) 滋味;少許;掌摑;咂嘴(聲);響吻	(n) 天花	(n) 窒息狀態	(n) (捕捉鳥、獸的)陷阱;圈套
smallpox	(n) 天花	(n) 窒息狀態	(n) (捕捉鳥、獸的)陷阱;圈套	(n) 冷笑;嘲笑
smother	(n) 窒息狀態	(n) (捕捉鳥、獸的)陷阱;圈套	(n) 冷笑;嘲笑	(n) 社會主義
snare	(n) (捕捉鳥、獸的)陷阱;圈套	(n) 冷笑;嘲笑	(n) 社會主義	(n) 社會主義者
sneer	(n) 冷笑;嘲笑	(n) 社會主義	(n) 社會主義者	(n) 社會學
socialism	(n) 社會主義	(n) 社會主義者	(n) 社會學	(n) 鈉
socialist	(n) 社會主義者	(n) 社會學	(n) 鈉	(n) 團結一致
sociology	(n) 社會學	(n) 鈉	(n) 團結一致	(n) 孤獨;隱居
sodium	(n) 鈉	(n) 團結一致	(n) 孤獨;隱居	(n) 統治權;主權;主權國家
solidarity	(n) 團結一致	(n) 孤獨;隱居	(n) 統治權;主權;主權國家	(n) 礅距;跨度;一段時間
solitude	(n) 孤獨;隱居	(n) 統治權;主權;主權國家	(n) 礅距;跨度;一段時間	(n) 專業;專長
sovereignty	(n) 統治權;主權;主權國家	(n) 礅距;跨度;一段時間	(n) 專業;專長	(n) 奇觀;壯觀
span	(n) 礅距;跨度;一段時間	(n) 專業;專長	(n) 奇觀;壯觀	(n) 光譜;頻譜
specialty	(n) 專業;專長	(n) 奇觀;壯觀	(n) 光譜;頻譜	(n) 球;球體;球形
spectacular	(n) 奇觀;壯觀	(n) 光譜;頻譜	(n) 球;球體;球形	(n) 牆頭釘;尖鐵;釘鞋;細高跟
spectrum	(n) 光譜;頻譜	(n) 球;球體;球形	(n) 牆頭釘;尖鐵;釘鞋;細高跟	(n) 螺旋(形);盤旋
sphere	(n) 球;球體;球形	(n) 牆頭釘;尖鐵;釘鞋;細高跟	(n) 螺旋(形);盤旋	(n) 尖塔;尖頂
spike	(n) 牆頭釘;尖鐵;釘鞋;細高跟	(n) 螺旋(形);盤旋	(n) 尖塔;尖頂	(n) 發言人,代言人
spiral	(n) 螺旋(形);盤旋	(n) 尖塔;尖頂	(n) 發言人,代言人	(n) 發言人
spire	(n) 尖塔;尖頂	(n) 發言人,代言人	(n) 發言人	(n) 女發言人
spokesman	(n) 發言人,代言人	(n) 發言人	(n) 女發言人	(n) 發起者;主辦者
spokesperson	(n) 發言人	(n) 女發言人	(n) 發起者;主辦者	(n) 配偶
spokeswoman	(n) 女發言人	(n) 發起者;主辦者	(n) 配偶	(n) 伸開四肢的躺臥姿勢;蔓生
sponsor	(n) 發起者;主辦者	(n) 配偶	(n) 伸開四肢的躺臥姿勢;蔓生	(n) 班;小隊;小組
spouse	(n) 配偶	(n) 伸開四肢的躺臥姿勢;蔓生	(n) 班;小隊;小組	(n) 擠壓;壓碎的東西;南瓜
sprawl	(n) 伸開四肢的躺臥姿勢;蔓生	(n) 班;小隊;小組	(n) 擠壓;壓碎的東西;南瓜	(n) 穩定;穩定性;安定
squad	(n) 班;小隊;小組	(n) 擠壓;壓碎的東西;南瓜	(n) 穩定;穩定性;安定	(n) 悄悄的追蹤;莖;柄
squash	(n) 擠壓;壓碎的東西;南瓜	(n) 穩定;穩定性;安定	(n) 悄悄的追蹤;莖;柄	(n) 口吃;結巴
stability	(n) 穩定;穩定性;安定	(n) 悄悄的追蹤;莖;柄	(n) 口吃;結巴	(n) U形釘;釘書針;日常必需品
stalk	(n) 悄悄的追蹤;莖;柄	(n) 口吃;結巴	(n) U形釘;釘書針;日常必需品	(n) 釘書機
stammer	(n) 口吃;結巴	(n) U形釘;釘書針;日常必需品	(n) 釘書機	(n) 澱粉
staple	(n) U形釘;釘書針;日常必需品	(n) 釘書機	(n) 澱粉	(n) 飢餓;挨餓
stapler	(n) 釘書機	(n) 澱粉	(n) 飢餓;挨餓	(n) 文具
starch	(n) 澱粉	(n) 飢餓;挨餓	(n) 文具	(n) 身高;高度
starvation	(n) 飢餓;挨餓	(n) 文具	(n) 身高;高度	(n) 汽船;蒸鍋;蒸籠
stationery	(n) 文具	(n) 身高;高度	(n) 汽船;蒸鍋;蒸籠	(n) 刺激;興奮;激勵
stature	(n) 身高;高度	(n) 汽船;蒸鍋;蒸籠	(n) 刺激;興奮;激勵	(n) 刺激;刺激品;興奮劑
steamer	(n) 汽船;蒸鍋;蒸籠	(n) 刺激;興奮;激勵	(n) 刺激;刺激品;興奮劑	(n) (公司的)股票;存貨
stimulation	(n) 刺激;興奮;激勵	(n) 刺激;刺激品;興奮劑	(n) (公司的)股票;存貨	(n) 絕技;噱頭;矮小的人(或樹)
stimulus	(n) 刺激;刺激品;興奮劑	(n) (公司的)股票;存貨	(n) 絕技;噱頭;矮小的人(或樹)	(n) 部下;下級職員
stock	(n) (公司的)股票;存貨	(n) 絕技;噱頭;矮小的人(或樹)	(n) 部下;下級職員	(n) 訂閱費;會費;捐款;署名
stunt	(n) 絕技;噱頭;矮小的人(或樹)	(n) 部下;下級職員	(n) 訂閱費;會費;捐款;署名	(n) 代替;代替物
subordinate	(n) 部下;下級職員	(n) 訂閱費;會費;捐款;署名	(n) 代替;代替物	(n) 連續;一連串;繼承權
subscription	(n) 訂閱費;會費;捐款;署名	(n) 代替;代替物	(n) 連續;一連串;繼承權	(n) 繼任者;繼承人
substitution	(n) 代替;代替物	(n) 連續;一連串;繼承權	(n) 繼任者;繼承人	(n) 套房;系列
succession	(n) 連續;一連串;繼承權	(n) 繼任者;繼承人	(n) 套房;系列	(n) 優越;優勢;上級
successor	(n) 繼任者;繼承人	(n) 套房;系列	(n) 優越;優勢;上級	(n) 管理;監督
suite	(n) 套房;系列	(n) 優越;優勢;上級	(n) 管理;監督	(n) 增補;(書籍的)補遺;附錄
superiority	(n) 優越;優勢;上級	(n) 管理;監督	(n) 增補;(書籍的)補遺;附錄	(n) 過剩;剩餘物;盈餘
supervision	(n) 管理;監督	(n) 增補;(書籍的)補遺;附錄	(n) 過剩;剩餘物;盈餘	(n) 掛慮;懸疑;暫時停止
supplement	(n) 增補;(書籍的)補遺;附錄	(n) 過剩;剩餘物;盈餘	(n) 掛慮;懸疑;暫時停止	(n) 暫停;中止;停職
surplus	(n) 過剩;剩餘物;盈餘	(n) 掛慮;懸疑;暫時停止	(n) 暫停;中止;停職	(n) 交換;交換的東西
suspense	(n) 掛慮;懸疑;暫時停止	(n) 暫停;中止;停職	(n) 交換;交換的東西	(n) 對稱(性)
suspension	(n) 暫停;中止;停職	(n) 交換;交換的東西	(n) 對稱(性)	(n) 症狀,徵候
swap	(n) 交換;交換的東西	(n) 對稱(性)	(n) 症狀,徵候	(n) 同義字;同物異名
symmetry	(n) 對稱(性)	(n) 症狀,徵候	(n) 同義字;同物異名	(n) 合成物;合成纖維
symptom	(n) 症狀,徵候	(n) 同義字;同物異名	(n) 合成物;合成纖維	(n) 老練;機智;得體
synonym	(n) 同義字;同物異名	(n) 合成物;合成纖維	(n) 老練;機智;得體	(n) 戰術;策略;手法
synthetic	(n) 合成物;合成纖維	(n) 老練;機智;得體	(n) 戰術;策略;手法	(n) 關稅;稅率
tact	(n) 老練;機智;得體	(n) 戰術;策略;手法	(n) 關稅;稅率	(n) 氣質;性情
tactic	(n) 戰術;策略;手法	(n) 關稅;稅率	(n) 氣質;性情	(n) 暴風雨;暴風雪;騷動
tariff	(n) 關稅;稅率	(n) 氣質;性情	(n) 暴風雨;暴風雪;騷動	(n) 紡織品;紡織原料
temperament	(n) 氣質;性情	(n) 暴風雨;暴風雪;騷動	(n) 紡織品;紡織原料	(n) (織物的)結構;質地;紋理;肌理
tempest	(n) 暴風雨;暴風雪;騷動	(n) 紡織品;紡織原料	(n) (織物的)結構;質地;紋理;肌理	(n) 偷竊,盜竊
textile	(n) 紡織品;紡織原料	(n) (織物的)結構;質地;紋理;肌理	(n) 偷竊,盜竊	(n) 治療技師或專家
texture	(n) (織物的)結構;質地;紋理;肌理	(n) 偷竊,盜竊	(n) 治療技師或專家	(n) 治療,療法
theft	(n) 偷竊,盜竊	(n) 治療技師或專家	(n) 治療,療法	(n) 溫度計;寒暑錶
therapist	(n) 治療技師或專家	(n) 治療,療法	(n) 溫度計;寒暑錶	(n) 門檻;開端;起點
therapy	(n) 治療,療法	(n) 溫度計;寒暑錶	(n) 門檻;開端;起點	(n) 節儉;繁茂;互助儲蓄銀行
thermometer	(n) 溫度計;寒暑錶	(n) 門檻;開端;起點	(n) 節儉;繁茂;互助儲蓄銀行	(n) 跳動;悸動;抽動;抽痛
threshold	(n) 門檻;開端;起點	(n) 節儉;繁茂;互助儲蓄銀行	(n) 跳動;悸動;抽動;抽痛	(n) 通行費;長途電話費;傷亡人數;鐘聲
thrift	(n) 節儉;繁茂;互助儲蓄銀行	(n) 跳動;悸動;抽動;抽痛	(n) 通行費;長途電話費;傷亡人數;鐘聲	(n) 龍捲風
throb	(n) 跳動;悸動;抽動;抽痛	(n) 通行費;長途電話費;傷亡人數;鐘聲	(n) 龍捲風	(n) 特徵;特點;特性;少許
toll	(n) 通行費;長途電話費;傷亡人數;鐘聲	(n) 龍捲風	(n) 特徵;特點;特性;少許	(n) 鎮定劑;精神安定劑
tornado	(n) 龍捲風	(n) 特徵;特點;特性;少許	(n) 鎮定劑;精神安定劑	(n) 辦理;處置;執行;交易
trait	(n) 特徵;特點;特性;少許	(n) 鎮定劑;精神安定劑	(n) 辦理;處置;執行;交易	(n) 抄本;謄本;成績報告單
tranquilizer	(n) 鎮定劑;精神安定劑	(n) 辦理;處置;執行;交易	(n) 抄本;謄本;成績報告單	(n) 變化;轉變;變形;變質
transaction	(n) 辦理;處置;執行;交易	(n) 抄本;謄本;成績報告單	(n) 變化;轉變;變形;變質	(n) 電晶體
transcript	(n) 抄本;謄本;成績報告單	(n) 變化;轉變;變形;變質	(n) 電晶體	(n) 運輸;通過;公共交通系統;轉變
transformation	(n) 變化;轉變;變形;變質	(n) 電晶體	(n) 運輸;通過;公共交通系統;轉變	(n) 過渡;過渡時期;轉變
transistor	(n) 電晶體	(n) 運輸;通過;公共交通系統;轉變	(n) 過渡;過渡時期;轉變	(n) 傳送;傳染;傳播;變速器;播送
transit	(n) 運輸;通過;公共交通系統;轉變	(n) 過渡;過渡時期;轉變	(n) 傳送;傳染;傳播;變速器;播送	(n) 移植
transition	(n) 過渡;過渡時期;轉變	(n) 傳送;傳染;傳播;變速器;播送	(n) 移植	(n) 外傷;傷口;(感情方面的)創傷
transmission	(n) 傳送;傳染;傳播;變速器;播送	(n) 移植	(n) 外傷;傷口;(感情方面的)創傷	(n) 踩;踏;樓梯踏板;輪胎面;鞋底
transplant	(n) 移植	(n) 外傷;傷口;(感情方面的)創傷	(n) 踩;踏;樓梯踏板;輪胎面;鞋底	(n) 叛國罪;謀反罪;叛國;背叛
trauma	(n) 外傷;傷口;(感情方面的)創傷	(n) 踩;踏;樓梯踏板;輪胎面;鞋底	(n) 叛國罪;謀反罪;叛國;背叛	(n) (長途而辛苦的)旅行或移居
tread	(n) 踩;踏;樓梯踏板;輪胎面;鞋底	(n) 叛國罪;謀反罪;叛國;背叛	(n) (長途而辛苦的)旅行或移居	(n) 震顫;顫抖
treason	(n) 叛國罪;謀反罪;叛國;背叛	(n) (長途而辛苦的)旅行或移居	(n) 震顫;顫抖	(n) 擅自進入;非法侵入
trek	(n) (長途而辛苦的)旅行或移居	(n) 震顫;顫抖	(n) 擅自進入;非法侵入	(n) (槍砲的)扳機;觸發器
tremor	(n) 震顫;顫抖	(n) 擅自進入;非法侵入	(n) (槍砲的)扳機;觸發器	(n) 戰利品;獎品
trespass	(n) 擅自進入;非法侵入	(n) (槍砲的)扳機;觸發器	(n) 戰利品;獎品	(n) 回歸線;熱帶
trigger	(n) (槍砲的)扳機;觸發器	(n) 戰利品;獎品	(n) 回歸線;熱帶	(n) 逃學者;玩忽職守者
trophy	(n) 戰利品;獎品	(n) 回歸線;熱帶	(n) 逃學者;玩忽職守者	(n) 停戰;休戰協定
tropic	(n) 回歸線;熱帶	(n) 逃學者;玩忽職守者	(n) 停戰;休戰協定	(n) 結核病
truant	(n) 逃學者;玩忽職守者	(n) 停戰;休戰協定	(n) 結核病	(n) 腫瘤;腫塊
truce	(n) 停戰;休戰協定	(n) 結核病	(n) 腫瘤;腫塊	(n) 騷動;混亂
tuberculosis	(n) 結核病	(n) 腫瘤;腫塊	(n) 騷動;混亂	(n) 微明;薄暮;暮年;朦朧狀態
tumor	(n) 腫瘤;腫塊	(n) 騷動;混亂	(n) 微明;薄暮;暮年;朦朧狀態	(n) 暴政;專制;暴虐
turmoil	(n) 騷動;混亂	(n) 微明;薄暮;暮年;朦朧狀態	(n) 暴政;專制;暴虐	(n) 潰瘍
twilight	(n) 微明;薄暮;暮年;朦朧狀態	(n) 暴政;專制;暴虐	(n) 潰瘍	(n) 最終的事物;終極
tyranny	(n) 暴政;專制;暴虐	(n) 潰瘍	(n) 最終的事物;終極	(n) 低估;估計不足
ulcer	(n) 潰瘍	(n) 最終的事物;終極	(n) 低估;估計不足	(n) 失業;失業狀態
ultimate	(n) 最終的事物;終極	(n) 低估;估計不足	(n) 失業;失業狀態	(n) 養育;教養
underestimate	(n) 低估;估計不足	(n) 失業;失業狀態	(n) 養育;教養	(n) 上坡;升級
unemployment	(n) 失業;失業狀態	(n) 養育;教養	(n) 上坡;升級	(n) 鈾
upbringing	(n) 養育;教養	(n) 上坡;升級	(n) 鈾	(n) 緊急;迫切;急事
upgrade	(n) 上坡;升級	(n) 鈾	(n) 緊急;迫切;急事	(n) 尿
uranium	(n) 鈾	(n) 緊急;迫切;急事	(n) 尿	(n) (劇場等的)引座員;接待員
urgency	(n) 緊急;迫切;急事	(n) 尿	(n) (劇場等的)引座員;接待員	(n) 器皿;用具
urine	(n) 尿	(n) (劇場等的)引座員;接待員	(n) 器皿;用具	(n) 效用;實用;公用事業
