5659	等級	字行	詞性	韓文	中文	拼寫	字源	韓文片語	中文解釋	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	初級	ㅇ	感嘆詞	음	嗯	V		[음]，그럴 듯하다	「嗯」，似乎有道理		基本	口語				基本_口語	基本_口語_	音 	是的	沒有	哎
	初級	ㅇ	感嘆詞	응	是的	V		[응]:대답	是的		基本	口語				基本_口語	基本_口語_	ぞんざいな返事 	沒有	哎	天哪
	初級	ㅇ	助詞	이다	是	V		책[이다]	「是」書		基本	口語				基本_口語	基本_口語_		機會	姓名	額頭
文法	初級			-아/어 주시겠어요?	請幫我 -	V		-아/어 [주시겠어요]?	請幫我 -	#N/A	基本	口語				基本_口語	基本_口語_				
文法	初級			-아/어 줄게요	我來幫你 -	V		-아/어 [줄게요].	我來幫你 -	#N/A	基本	口語				基本_口語	基本_口語_				
文法	初級			-아/어 줄까요?	我來幫你 -	V		-아/어 [줄까요]?	我來幫你 -	#N/A	基本	口語				基本_口語	基本_口語_				
文法	初級			-아/어 주세요	請幫我 -	V		-아/어 [주세요]	請幫我 -	#N/A	基本	口語				基本_口語	基本_口語_				
	初級	ㅇ	副詞	왜	為什麼	V		[왜] 그래?	為什麼		基本	口語				基本_口語	基本_口語_		因為	首先	待會
	初級	ㄱ	名詞	간장	醬油	V		[간장]을 넣다	加「醬油」		食	料理	調味料			食_料理	食_料理_調味料	肝臓と腸 	護士	排骨	排骨湯
	初級	ㄱ	名詞	고추장	辣椒醬	V		[고추장]을 넣다	加「辣椒醬」		食	料理	調味料			食_料理	食_料理_調味料	唐辛子味噌 	故鄉	-地方	球
	初級	ㄱ	名詞	기름	油	V		[기름]에 튀기다	用「油」炸		食	料理	調味料			食_料理	食_料理_調味料		期末考	感覺	喜悅
	初級	ㄷ	名詞	된장	味噌醬	V		[된장]에 찍다	沾「味噌醬」		食	料理	調味料			食_料理	食_料理_調味料	みそ、テンジャン 	味噌鍋	豆腐	頭痛
	初級	ㅅ	名詞	설탕	糖	V		[설탕]을 넣다	加「糖」		食	料理	調味料			食_料理	食_料理_調味料	砂糖 	島	姓	性格
	初級	ㅅ	名詞	소금	鹽	V		[소금]이 짜다	「鹽」很鹹		食	料理	調味料			食_料理	食_料理_調味料	塩 	聲音	小說	消息
	初級	ㅅ	名詞	식초	醋	V		[식초]를 넣다	加「醋」		食	料理	調味料			食_料理	食_料理_調味料	酢 	桌子	食品	新郎
	初級	ㄱ	動詞	굽다	烤	V		고기를 [굽다]	「烤」肉		食	料理	方法			食_料理	食_料理_方法		疼愛	畫畫	停止
	初級	ㄱ	動詞	깎다	削	V		사과를 [깎다]	「削」蘋果		食	料理	方法			食_料理	食_料理_方法		醒	取出	做夢
	初級	ㄱ	動詞	끓이다	燒	V		물을 [끓이다]	「燒」水		食	料理	方法			食_料理	食_料理_方法	沸かす 	開始	結束	戴
	初級	ㅁ	動詞	만들다	做	V		음식을 [만들다]	做「食物」		食	料理	方法			食_料理	食_料理_方法		摸	不要	正確
	初級	ㅂ	動詞	볶다	炒	V		고기를 [볶다]	「炒」肉		食	料理	方法			食_料理	食_料理_方法	炒める 	拜見	叫	寄
	初級	ㅅ	動詞	썰다	切	V		오이를 [썰다]	「切」小黃瓜		食	料理	方法			食_料理	食_料理_方法	刻む、切る 	寫	戴	用
	初級	ㅈ	動詞	찌다	蒸	V		감자를 [찌다]	「蒸」番薯		食	料理	方法			食_料理	食_料理_方法	蒸す 	蒸	蓋	長大
	初級	ㅌ	動詞	타다	沖	V		커피를 [타다]	「沖」咖啡		食	料理	方法			食_料理	食_料理_方法	焦げる、焼ける、いらいらする 	搭	沖	誕生
	初級	ㅌ	動詞	튀기다	炸	V		기름에 [튀기다]	油「炸」		食	料理	方法			食_料理	食_料理_方法	揚げる 	開	錯	先天
	初級	ㅍ	名詞	프라이팬	平底鍋	V		[프라이팬]에 볶다	在「平底鍋」炒		食	料理	器具			食_料理	食_料理_器具	フライパン 	法國	計劃	血
	初級	ㅁ	名詞	밀가루	麵粉	V		[밀가루]	麵粉		食	料理	食材			食_料理	食_料理_食材	小麦粉 	下面	大蒜	闗節
	初級	ㅅ	名詞	쌀	大麥	V		[쌀]:보리	大麥		食	料理	食材			食_料理	食_料理_食材	米 	垃圾	垃圾桶	事件
	初級	ㅋ	名詞	카레	咖哩	V		[카레]	咖哩		食	料理	食材			食_料理	食_料理_食材	カレー 	相機	咖啡店	切
	初級	ㄷ	形容詞	달다	甜的	V		맛이 [달다]	「甜的」味道		食	料理	味道			食_料理	食_料理_味道	甘い 	改變	哄	跑去
	初級	ㅁ	名詞	맛	味道	V		[맛]이 달다	嘗「味道」		食	料理	味道			食_料理	食_料理_味道	味 	售票處	啤酒	頭
	初級	ㅁ	形容詞	맛없다	不好吃	V		음식이 [맛없다]	食物「不好吃」		食	料理	味道			食_料理	食_料理_味道	まずい 	好吃	辣	遠
	初級	ㅁ	形容詞	맛있다	好吃	V		음식이 [맛있다]	食物「好吃」		食	料理	味道			食_料理	食_料理_味道	おいしい 	辣	遠	好看
	初級	ㅁ	形容詞	맵다	辣	V		고추가 [맵다]	辣椒「很辣」		食	料理	味道			食_料理	食_料理_味道	辛い 	遠	好看	不好看
	初級	ㅁ	名詞	멋	味道	V		[멋]을 내다	飄出「味道」		食	料理	味道			食_料理	食_料理_味道		菜單	備忘錄	訊息
	初級	ㅅ	形容詞	시다	酸	V		맛이 [시다]	味道「酸」		食	料理	味道			食_料理	食_料理_味道	酸っぱい 	涼爽	新鮮	煩人
	初級	ㅅ	形容詞	싱겁다	淡	V		맛이 [싱겁다]	味道「很淡」		食	料理	味道			食_料理	食_料理_味道	味が薄い 	便宜	寒冷	苦
	初級	ㅅ	形容詞	쓰다	苦	V		맛이 [쓰다]	味道「苦」		食	料理	味道			食_料理	食_料理_味道	苦い 	戴	用	嚼
	初級	ㅈ	形容詞	짜다	鹹	V		맛이 [짜다]	味道「鹹」		食	料理	味道			食_料理	食_料理_味道	絞る、しぼる 	擠	趕出	追趕
	初級	ㄱ	名詞	광주	光州	V		[광주]	光州		國家	名稱	地名			國家_名稱	國家_名稱_地名	光州 	教科書	教師	教授
	初級	ㄴ	名詞	남대문	南大門	V		[남대문]	南大門		國家	名稱	地名			國家_名稱	國家_名稱_地名		弟弟	南山	男性
	初級	ㄴ	名詞	남산	南山	V		[남산]	南山		國家	名稱	地名			國家_名稱	國家_名稱_地名	南山 	男性	男子	南方
	初級	ㄷ	名詞	대구	大邱	V		[대구]에 살다	住在「大邱」		國家	名稱	地名			國家_名稱	國家_名稱_地名	タラ 	回覆	大使館	大田
	初級	ㄷ	名詞	대전	大田	V		[대전]	大田（地名）		國家	名稱	地名			國家_名稱	國家_名稱_地名	大戦 	大邱	大學	大學生
	初級	ㄷ	名詞	동대문	東大門	V		[동대문]	東大門		國家	名稱	地名			國家_名稱	國家_名稱_地名	東大門 	動物	弟弟	同時
	初級	ㅂ	名詞	부산	釜山	V		[부산]:지명	釜山		國家	名稱	地名			國家_名稱	國家_名稱_地名	釜山 	廚房	夫人	富翁
	初級	ㅇ	名詞	울산	蔚山	V		[울산]:도시	蔚山		國家	名稱	地名			國家_名稱	國家_名稱_地名		哭	笑	連身裙
	初級	ㅇ	名詞	인천	仁川	V		[인천]:지명	仁川		國家	名稱	地名			國家_名稱	國家_名稱_地名	仁川 	網路	娃娃	工作
	初級	ㅈ	名詞	제주도	濟州島	V		[제주도]:지명	濟州島		國家	名稱	地名			國家_名稱	國家_名稱_地名	チェジュ島 	小心	侄子	畢業
	初級	ㅎ	名詞	한강	漢江	V		[한강]:지명	漢江		國家	名稱	地名			國家_名稱	國家_名稱_地名	漢江 	韓國	韓國字	韓服
	初級	ㄷ	名詞	독일	德國	V		[독일]:나라	德國		國家	名稱	國名			國家_名稱	國家_名稱_國名	ドイツ 	錢	豬排	石頭
	初級	ㄹ	名詞	러시아	俄羅斯	V		[러시아]:나라	俄羅斯		國家	名稱	國名			國家_名稱	國家_名稱_國名	ロシア 	餐廳	數量	檸檬
	初級	ㅁ	名詞	말레이시아	馬來西亞	V		[말레이시아]:나라	馬來西亞		國家	名稱	國名			國家_名稱	國家_名稱_國名	マレーシア 	話	味道	售票處
	初級	ㅁ	名詞	몽골	蒙古	V		[몽골]:나라	蒙古		國家	名稱	國名			國家_名稱	國家_名稱_國名	モンゴル 	蘿蔔	重量	無窮花
	初級	ㅁ	名詞	미국	美國	V		[미국]:나라	美國		國家	名稱	國名			國家_名稱	國家_名稱_國名	アメリカ 	未來	美術館	海帶湯
	初級	ㅂ	名詞	베트남	越南	V		[베트남]:나라	越南		國家	名稱	國名			國家_名稱	國家_名稱_國名	ベトナム 	牆	律師	星星
	初級	ㅅ	名詞	서양	西洋	V		[서양]:동양	「西洋」<>東洋		國家	名稱	國名			國家_名稱	國家_名稱_國名	西洋 	首爾	書店	西邊
	初級	ㅅ	名詞	서울	首爾	V		[서울]:도시	首爾		國家	名稱	國名			國家_名稱	國家_名稱_國名		書店	西邊	收禮物
	初級	ㅇ	名詞	영국	英國	V		[영국]:나라	英國		國家	名稱	國名			國家_名稱	國家_名稱_國名	イギリス 	收據	英語	零下
	初級	ㅇ	名詞	왕	國王	V		[왕]이 되다	當上「國王」		國家	名稱	國名			國家_名稱	國家_名稱_國名		國外	外語	外國人
	初級	ㅇ	名詞	인도네시아	印度尼西亞	V		[인도네시아]:나라	印度尼西亞		國家	名稱	國名			國家_名稱	國家_名稱_國名	インドネシア 	問候	人參	仁川
	初級	ㅇ	名詞	일본	日本	V		[일본]:나라	日本		國家	名稱	國名			國家_名稱	國家_名稱_國名	日本 	部份	日式食物	日式餐廳
	初級	ㅈ	名詞	중국	中國	V		[중국]:나라 	中國		國家	名稱	國名			國家_名稱	國家_名稱_國名	中国 	中國餐廳	中心	中央
	初級	ㅋ	名詞	캐나다	加拿大	V		[캐나다]:나라	加拿大		國家	名稱	國名			國家_名稱	國家_名稱_國名	カナダ 	咖啡	咖啡館	電腦
	初級	ㅌ	名詞	태국	泰國	V		[태국]:나라	泰國		國家	名稱	國名			國家_名稱	國家_名稱_國名	タイ 	跆拳道	太極旗	態度
	初級	ㅍ	名詞	프랑스	法國	V		[프랑스]:나라	法國		國家	名稱	國名			國家_名稱	國家_名稱_國名	フランス 	計劃	血	疲勞
	初級	ㅎ	名詞	한국	韓國	V		[한국]:나라	韓國		國家	名稱	國名			國家_名稱	國家_名稱_國名	韓国 	韓國字	韓服	韓食
	初級	ㅂ	名詞	부자	富翁	V		[부자]가 되다	成為「富翁」		人	評價	貧富			人_評價	人_評價_貧富		部長	不足	請託
	初級	ㄴ	形容詞	나쁘다	糟	V		공기가 [나쁘다]	空氣「很糟」		人	評價				人_評價	人_評價_	悪い 	苗條	好的	矮
	初級	ㄷ	形容詞	똑똑하다	聰明	V		머리가 [똑똑하다]	頭腦「很聰明」		人	評價				人_評價	人_評價_	利口だ。賢い。頭いい 	胖	燙	一樣
	初級	ㅅ	形容詞	소중하다	寶貴	V		친구가 [소중하다]	朋友「很寶貴」		人	評價				人_評價	人_評價_		簡單	悲傷	吵雜
	初級	ㅇ	名詞	유명	有名	V		[유명] 가수	「名」歌手		人	評價				人_評價	人_評價_		幼兒園	留學	留學生
	初級	ㅇ	形容詞	익숙하다	習慣	V		기계에 [익숙하다]	「習慣」這機器		人	評價				人_評價	人_評價_		捨不得	無所謂	不熟
	初級	ㅇ	名詞	인기	人氣	V		[인기]가 많다	「人氣」旺		人	評價				人_評價	人_評價_	人気 	印度尼西亞	問候	人參
	初級	ㅇ	動詞	인정받다	認同	V		[인정받다]:능력을	努力「被認同」		人	評價				人_評價	人_評價_		起床	起來	讀
	初級	ㅈ	形容詞	잘생기다	好看	V		얼굴이 [잘생기다]	臉「長得好看」		人	評價				人_評價	人_評價_	ハンサムだ、かっこいい 	無趣	有趣	那樣
	初級	ㅈ	形容詞	재미없다	無趣	V		이야기가 [재미없다]	說話「無趣」		人	評價				人_評價	人_評價_	つまらない 	有趣	那樣	小
	初級	ㅈ	形容詞	재미있다	有趣	V		이야기가 [재미있다]	說話「有趣」		人	評價				人_評價	人_評價_	面白い 	那樣	小	適中
	初級	ㅌ	名詞	태도	態度	V		[태도]가 좋다	「態度」好		人	評價				人_評價	人_評價_		颱風	送貨	計程車
	初級	ㅍ	形容詞	편하다	舒坦	V		마음이 [편하다]	心裡「舒坦」		人	評價				人_評價	人_評價_	楽だ 	綠的	普通的	平和
	初級	ㅎ	形容詞	화려하다	華麗	V		보석이 [화려하다]	寶石「華麗」		人	評價				人_評價	人_評價_		優秀	渾濁	吃力
	初級	ㅎ	形容詞	훌륭하다	優秀	V		작품이 [훌륭하다]	作品「優秀」		人	評價				人_評價	人_評價_	立派だ 	渾濁	吃力	有害
	初級	ㄱ	動詞	깨다	醒	V		잠이 [깨다]	醒來		住	起居				住_起居	住_起居_	覚める、起きる 	取出	做夢	關
	初級	ㄱ	動詞	꾸다	做夢	V		꿈을 [꾸다]	「做」夢		住	起居				住_起居	住_起居_		關	戒	斷
	初級	ㄱ	名詞	꿈	夢	V		[꿈]을 꾸다	做「夢」		住	起居				住_起居	住_起居_	夢 	結束	窮困	口香糖
	初級	ㄴ	名詞	낮잠	小睡	V		[낮잠]을 자다	小睡		住	起居				住_起居	住_起居_	昼寝 	內科	內容	鍋
	初級	ㅁ	名詞	목욕	洗澡	V		[목욕]을 하다	洗澡		住	起居				住_起居	住_起居_		浴池	目的	身體
	初級	ㅅ	名詞	생활	生活	V		직장 [생활]	職場「生活」		住	起居				住_起居	住_起居_	生活 	淋浴	抽屜	文件
	初級	ㅅ	名詞	샤워	淋浴	V		[샤워]를 하다	進行「淋浴」		住	起居				住_起居	住_起居_		抽屜	文件	服務
	初級	ㅅ	名詞	세수	洗臉	V		[세수]:얼굴	洗臉		住	起居				住_起居	住_起居_	顔を洗うこと 	洗衣服	洗衣機	洗衣店
	初級	ㅅ	名詞	습관	習慣	V		좋은 [습관]을 기르다	養成良好「習慣」		住	起居				住_起居	住_起居_		市	時程表	鐘
	初級	ㅇ	名詞	양치질	刷牙	V		[양치질]을 하다	刷牙		住	起居				住_起居	住_起居_	歯磨き 	故事	肩膀	成人
	初級	ㅇ	動詞	일어나다	起床	V		일찍 [일어나다]	快「起床」		住	起居				住_起居	住_起居_	起きる、起立する 	起來	讀	丟失
	初級	ㅈ	動詞	자다	睡覺	V		잠을 [자다]	睡覺		住	起居				住_起居	住_起居_	体関係を持つ 	生長	剪	順利
	初級	ㅈ	名詞	잠	睡覺	V		[잠]을 자다	睡覺		住	起居				住_起居	住_起居_	眠り 	雜誌	雜菜	手套
	初級	ㅈ	動詞	잠자다	大睡	V		새근새근 [잠자다]	呼呼「大睡」		住	起居				住_起居	住_起居_		㧓住	用膳	寫
	初級	ㅈ	動詞	졸다	打瞌睡	V		깜빡 [졸다]	打瞌睡		住	起居				住_起居	住_起居_		喜歡	給	睡覺
	初級	ㅈ	動詞	주무시다	睡覺	V		잠을 [주무시다]	睡覺（敬語）		住	起居				住_起居	住_起居_	お休みになる 	死	縮小	調小
	初級	ㅍ	副詞	푹	熟睡	V		[푹] 자다	「熟」睡		住	起居				住_起居	住_起居_		很	安逸	但
	初級	ㄱ	副詞	깨끗이	洗乾淨	V		[깨끗이] 씻다	洗「乾淨」		住	清掃				住_清掃	住_清掃_		一定	滿滿地	暫時
	初級	ㄱ	形容詞	깨끗하다	乾淨	V		옷이 [깨끗하다] 	衣服很「乾淨」		住	清掃				住_清掃	住_清掃_	綺麗だ 	滿滿	癢	懇切的
	初級	ㄷ	名詞	다림질	熨	V		[다림질]을 하다	熨衣服		住	清掃				住_清掃	住_清掃_	アイロンかけ 	各種	隔	隔天
	初級	ㄷ	動詞	닦다	擦	V		구두를 [닦다]	「擦」皮鞋		住	清掃				住_清掃	住_清掃_	磨く、拭く 	關	跑	像
	初級	ㄷ	形容詞	더럽다	髒	V		손이 [더럽다]	手很「髒」		住	清掃				住_清掃	住_清掃_		熱	厚	溫暖
	初級	ㅂ	動詞	빨다	洗	V		옷을 [빨다]	「洗」衣服		住	清掃				住_清掃	住_清掃_		快	拔	送回
	初級	ㅂ	名詞	빨래	洗衣服	V		[빨래]를 하다	洗衣服		住	清掃				住_清掃	住_清掃_	洗濯 	麵包	麵包店	勺子
	初級	ㅅ	名詞	서랍	抽屜	V		[서랍]을 닫다	闗上「抽屜」		住	清掃				住_清掃	住_清掃_	引き出し 	文件	服務	西洋
	初級	ㅅ	名詞	설거지	洗盤子	V		[설거지]를 하다	洗盤子		住	清掃				住_清掃	住_清掃_	皿洗い、食器洗い 	新年	雪濃湯	說明
	初級	ㅅ	名詞	세탁	洗衣服	V		[세탁]을 하다	洗衣服		住	清掃				住_清掃	住_清掃_	洗濯 	洗衣機	洗衣店	中心
	初級	ㅅ	名詞	세탁기	洗衣機	V		[세탁기]를 돌리다	「洗衣機」運轉		住	清掃				住_清掃	住_清掃_	洗濯機 	洗衣店	中心	牛
	初級	ㅅ	名詞	쓰레기	垃圾	V		[쓰레기]를 줍다	撿「垃圾」		住	清掃				住_清掃	住_清掃_	ごみ 	垃圾桶	事件	思維方式
	初級	ㅅ	名詞	쓰레기통	垃圾桶	V		[쓰레기통]을 버리다	丟到「拉圾桶」		住	清掃				住_清掃	住_清掃_	ごみ箱 	事件	思維方式	道歉
	初級	ㅅ	動詞	씻다	洗	V		손을 [씻다]	「洗」手		住	清掃				住_清掃	住_清掃_	洗う 	買	消失	捉住
	初級	ㅇ	名詞	옷걸이	衣架	V		[옷걸이]에 걸다	掛在「衣架」上		住	清掃				住_清掃	住_清掃_	ハンガー 	衣櫃	襯衫	國王
	初級	ㅇ	名詞	이사	搬家	V		[이사]를 가다	搬家		住	清掃				住_清掃	住_清掃_	取締役 	搬家行李	以上	異常
	初級	ㅇ	名詞	이삿짐	搬家行李	V		[이삿짐]을 싸다	打包「搬家行李」		住	清掃				住_清掃	住_清掃_		以上	異常	故事
