5659	等級	字行	詞性	韓文	中文	韓文片語	中文解釋	字源	拼寫	2	大	中	小	小小	順序	大中分類	大中小分類	日文	選項2	選項3	選項4
	中級	ㄱ	動詞	끼다	扣上	단추를 [끼다]	「扣上」鈕扣		V		人	動作	手			人_動作	人_動作_手		裝飾	栽培	關
	中級	ㄱ	動詞	끼다	積著	구름이 [끼다]	雲「積著」		V		自然	天氣				自然_天氣	自然_天氣_		裝飾	栽培	關
	高級	ㄱ		끼리	們					#N/A	人	稱呼				人_稱呼	人_稱呼_				
	中級	ㄱ	動詞	끼어들다	鑽進	틈으로 [끼어들다]	「鑽進」縫隙		V		行	移動				行_移動	行_移動_		扣上	夾在	起
	中級	ㄱ	動詞	끼우다	扣上	단추를 [끼우다]	「扣上」鈕扣		V		人	動作	手指			人_動作	人_動作_手指		夾在	起	讓人
	中級	ㄱ	動詞	끼이다	夾在	틈에 [끼이다]	「夾在」縫隙		V		人	動作	手			人_動作	人_動作_手		起	讓人	出去
	中級	ㄱ	動詞	끼치다	起	소름이 [끼치다]	「起」雞皮疙㾑		V		人	動作	身體			人_動作	人_動作_身體		讓人	出去	分成
	中級	ㄱ	動詞	끼치다	讓人	걱정을 [끼치다]	「讓人」擔心		V		人	感覺				人_感覺	人_感覺_		讓人	出去	分成
	初級	ㄴ	代名詞/名詞	나	我	[나]	我(平語）		V		人	稱呼				人_稱呼	人_稱呼_	私、僕、おれ 	去	教	指
	初級	ㄴ	動詞	나가다	出去	밖으로 [나가다]	「出去」外面		V		行	移動				行_移動	行_移動_		分成	長	出來
	初級	ㄴ	動詞	나누다	分成	둘로 [나누다]	「分成」兩部份		V		樣態	變化	分合			樣態_變化	樣態_變化_分合		長	出來	出現
新視4_1_02_1	高級	ㄴ		나눔	共享	[나눔]의 기쁨	「共享」的快樂				樂	人際	收授			樂_人際	樂_人際_收授				
	中級	ㄴ	動詞	나뉘다	分開	빵이 [나뉘다]	把麵包「分開」		V		樣態	變化	分合			樣態_變化	樣態_變化_分合		搬運	訓斥	變糟
	初級	ㄴ	動詞	나다	長	수염이 [나다]	「長」鬍子		V		人	身體				人_身體	人_身體_		出來	出現	飛
新視4_2_1_1	高級		短句	나도 모르겠어	我也不知道					#N/A	基本	口語				基本_口語	基本_口語_				
	初級	ㄴ	名詞	나라	國家	우리 [나라]	我們「國家」		V		國家	世界				國家_世界	國家_世界_	国 	剩下的	樹	年紀
	中級	ㄴ	副詞	나란히	並排	[나란히] 걷다	「並肩」而行		V		基本	地方				基本_地方	基本_地方_		每時每刻	太	廣泛地
	中級	ㄴ	動詞	나르다	搬運	이삿짐을 [나르다]	「搬運」搬家行李		V		行	移動				行_移動	行_移動_		訓斥	變糟	出去
	中級	ㄴ	依存名詞	나름	取決於	하기 [나름]	「取決於」做的事		V		文法	狀態與轉折	依存名詞			文法_狀態與轉折	文法_狀態與轉折_依存名詞		訓斥	變糟	出去
	初級	ㄴ	名詞	나머지	剩下的	[나머지]돈	「剩下的」錢		V		樣態	變化	分合			樣態_變化	樣態_變化_分合		樹	年紀	後來
	初級	ㄴ	名詞	나무	樹	[나무]를 심다	種「樹」		V		自然	植物				自然_植物	自然_植物_	木 	年紀	後來	四天
新視3_2_9_2	高級	ㄴ		나무꾼	樵夫						樂	娛樂	故事			樂_娛樂	樂_娛樂_故事	木こり 			
	中級	ㄴ	動詞	나무라다	訓斥	실수를 [나무라다]	「訓斥」錯誤		V		人	思想	批判			人_思想	人_思想_批判		變糟	出去	向前
	中級	ㄴ	名詞	나물	野菜	[나물]을 다듬다	整理「野菜」		V		食	食物	正餐			食_食物	食_食物_正餐	ナムル、野菜をごま油や調味料で和えたもの。 	樹枝	葉子	蝴蝶
	中級	ㄴ	名詞	나뭇가지	樹枝	[나뭇가지]를 꺾다	折斷「樹枝」		V		自然	植物				自然_植物	自然_植物_	枝 	葉子	蝴蝶	刀
新視3_2_9_1	高級	ㄴ		나뭇잎	樹葉						樂	娛樂	故事			樂_娛樂	樂_娛樂_故事	木の葉 	蝴蝶	刀	落葉
	中級	ㄴ	名詞	나뭇잎	葉子	[나뭇잎]을 따다	摘「葉子」		V		自然	天地				自然_天地	自然_天地_	木の葉 	蝴蝶	刀	落葉
	中級	ㄴ	名詞	나비	蝴蝶	[나비]:곤충	蝴蝶		V		自然	動物				自然_動物	自然_動物_	チョウ 	刀	落葉	壁爐
	中級	ㄴ	動詞	나빠지다	變糟	건강이 [나빠지다]	健康「惡化」		V		人	動作	身體			人_動作	人_動作_身體		出去	向前	好轉
	初級	ㄴ	形容詞	나쁘다	糟	공기가 [나쁘다]	空氣「很糟」		V		人	評價				人_評價	人_評價_	悪い 	苗條	好的	矮
	中級	ㄴ	動詞	나서다	出去	거리에 [나서다]	「上」街		V		行	移動				行_移動	行_移動_		向前	好轉	出現
	中級	ㄴ	動詞	나아가다	向前	앞으로 [나아가다]	向前「走」		V		行	移動				行_移動	行_移動_		好轉	出現	飄
	中級	ㄴ	動詞	나아지다	好轉	[나아지다]:건강이	健康「好轉」		V		人	健康				人_健康	人_健康_		出現	飄	飛揚
	高級	ㄴ		나약하다	懦弱						人	個性				人_個性	人_個性_	意気地がない 			
	初級	ㄴ	動詞	나오다	出來	밖에 [나오다]	「出來」外面		V		行	移動				行_移動	行_移動_		出現	飛	飛來飛去
	初級	ㄴ	名詞	나이	年紀	[나이]가 많다	「年紀」很大		V		人	外貌				人_外貌	人_外貌_		後來	四天	明天
	中級	ㄴ	名詞	나이프	刀	[나이프]로 썰다	用「刀」切		V		住	用品	文具			住_用品	住_用品_文具		落葉	壁爐	戰亂
	初級	ㄴ	名詞	나중	後來	[나중]에 깨닫다	「後來」才意識到		V		基本	時間	前後	之後		基本_時間	基本_時間_前後	のちほど、あとで 	四天	釣魚	天氣
	初級	ㄴ	動詞	나타나다	出現	건물이 [나타나다]	「出現」建築		V		自然	形體	出沒			自然_形體	自然_形體_出沒		飛	飛來飛去	剩下
	高級			나타나다 <> 사라지다	出現<>消失					#N/A	自然	形體	出沒			自然_形體	自然_形體_出沒				
	中級	ㄴ	動詞	나타내다	出現	모습을 [나타내다]	「露」面		V		自然	形體	出沒			自然_形體	自然_形體_出沒		飄	飛揚	飛走
	初級	ㄴ	名詞	나흘	四天	[나흘]이 걸리다	費時「四天」		V		基本	時間	日			基本_時間	基本_時間_日		釣魚	天氣	日期
	高級			낙관적	樂觀的					#N/A	人	個性	情緒	焦慮		人_個性	人_個性_情緒				
	高級			낙관적 <> 비관적	樂觀的<>悲觀的					#N/A	人	個性	情緒	焦慮		人_個性	人_個性_情緒				
	中級	ㄴ	名詞	낙엽	落葉	[낙엽]을 태우다	燒「落葉」		V		自然	植物				自然_植物	自然_植物_	落ち葉 	壁爐	戰亂	暖房
	初級	ㄴ	名詞	낚시	釣魚	[낚시]를 가다	去「釣魚」		V		樂	娛樂				樂_娛樂	樂_娛樂_	釣り 	天氣	日期	別人
	中級	ㄴ	名詞	난로	壁爐	[난로]를 피우다	燒「爐火」		V		住	用品				住_用品	住_用品_	ストーブ 	戰亂	暖房	翅膀
新視3_2_9_1	高級	ㄴ		난롯가	暖爐邊						樂	娛樂	故事			樂_娛樂	樂_娛樂_故事				
	中級	ㄴ	名詞	난리	戰亂	[난리]를 피하다	逃避「戰亂」	亂離	V		國家	世界	軍事			國家_世界	國家_世界_軍事		暖房	翅膀	男
	中級	ㄴ	名詞	난방	暖房	[난방]:냉방	暖房：冷房		V		住	用品	家具			住_用品	住_用品_家具		翅膀	男	南
	中級	ㄴ	形容詞	난처하다	尷尬的	입장이 [난처하다]	立場「尷尬」		V		人	感覺				人_感覺	人_感覺_		鋒利的	破舊	奇怪的
	初級	ㄴ	名詞/依存名詞	날	-天	마지막 [날]	最後一「天」		V		基本	數字	量詞	時間	5	基本_數字	基本_數字_量詞	日 	-月	莖幹	石頭
	高級	ㄴ		날강도	土匪	날강도	土匪				國家	法律	犯罪			國家_法律	國家_法律_犯罪				
	中級	ㄴ	名詞	날개	翅膀	[날개]를 펴다	展開「翅膀」		V		自然	動物				自然_動物	自然_動物_	翼 	男	南	兄弟姐妹
	初級	ㄴ	動詞	날다	飛	새가 [날다]	鳥在「飛」		V		行	移動				行_移動	行_移動_		飛來飛去	剩下	忘記
	中級	ㄴ	動詞	날리다	飄	눈발이 [날리다]	雪花「飄飄」		V		行	移動				行_移動	行_移動_		飛揚	飛走	飛來
	中級	ㄴ	動詞	날리다	飛揚	깃발을 [날리다]	花粉「飛揚」		V		行	移動				行_移動	行_移動_		飛揚	飛走	飛來
	初級	ㄴ	名詞	날씨	天氣	[날씨]가 좋다	「天氣」好		V		自然	天地				自然_天地	自然_天地_	天気 	日期	別人	男女
	初級	ㄴ	形容詞	날씬하다	苗條	몸매가 [날씬하다]	身材「苗條」		V		人	外貌				人_外貌	人_外貌_	すらりとしている 	好的	矮	寬敞
	高級			날씬하다 <> 통통하다	苗條<>胖					#N/A	人	外貌	#N/A								
	中級	ㄴ	動詞	날아가다	飛走	새가 [날아가다]	鳥「飛走」		V		行	移動				行_移動	行_移動_		飛來	降低	生
	初級	ㄴ	動詞	날아다니다	飛來飛去	나비가 [날아다니다]	蝴蝶「飛來飛去」		V		行	移動				行_移動	行_移動_		加總	剩下	痊癒
	中級	ㄴ	動詞	날아오다	飛來	새가 [날아오다]	鳥「飛來」		V		行	移動				行_移動	行_移動_		降低	生	拿出
	初級	ㄴ	名詞	날짜	日期	[날짜]를 정하다	決定「日期」		V		樂	娛樂	招募比賽			樂_娛樂	樂_娛樂_招募比賽	日にち、日、日取り 	別人	男女	南大門
	中級	ㄴ	形容詞	날카롭다	鋒利的	바늘이 [날카롭다]	針「鋒利」		V		人	感覺				人_感覺	人_感覺_	鋭い 	破舊	奇怪的	冷靜
	中級	ㄴ	形容詞	낡다	破舊	옷이 [낡다]	衣服「破舊」		V		樣態	比較	新舊			樣態_比較	樣態_比較_新舊	古い 	奇怪的	冷靜	寛容
	初級	ㄴ	名詞	남	別人	[남]:타인	別人		V		人	稱呼				人_稱呼	人_稱呼_	他人 	男女	南大門	弟弟
	中級	ㄴ	名詞	남	男	[남]자	男性	男	V		人	稱呼				人_稱呼	人_稱呼_	他人 	男女	南大門	弟弟
	中級	ㄴ	名詞	남	南	[남]쪽	「南」邊	南	V		基本	地方	方位			基本_地方	基本_地方_方位	他人 	男女	南大門	弟弟
	初級	ㄴ	動詞	남기다	剩下	음식을 [남기다]	「剩下」食物		V		樣態	變化	分合			樣態_變化	樣態_變化_分合		戲弄	痊癒	提出
	初級	ㄴ	名詞	남녀	男女	[남녀] 평등	「男女」平等	男女	V		人	稱呼				人_稱呼	人_稱呼_	男女 	南大門	弟弟	南山
新視4_1_02_1	高級	ㄴ		남녀노소	男女老少	남녀노소	男女老少	男女老少			樂	娛樂	招募比賽			樂_娛樂	樂_娛樂_招募比賽				
	初級	ㄴ	動詞	남다	剩下	시간이 [남다]	「剩下」時間		V		樣態	變化	分合			樣態_變化	樣態_變化_分合		痊癒	提出	下去
	中級	ㄴ		남다-남기다	剩-剩下				V	#N/A	文法	狀態與轉折	詞性改變	使動		文法_使動	文法_使動_詞性改變				
	初級	ㄴ	名詞	남대문	南大門	[남대문]	南大門	南大門	V		國家	名稱	地名			國家_名稱	國家_名稱_地名		弟弟	南山	男性
	初級	ㄴ	名詞	남동생	弟弟	[남동생]을 돌보다	照顧「弟弟」	男同生	V		人	家族				人_家族	人_家族_	弟 	南山	男性	男子
	中級	ㄴ	名詞	남매	兄弟姐妹	[남매]를 두다	養「兄妹」	男妹	V		人	家族				人_家族	人_家族_	男妹、男と女の組み合わせの兄弟姉妹 	南美洲	南方	南北
	中級	ㄴ	名詞	남미	南美	[남미]에 살다	住在「南美洲」	南美	V		國家	名稱	國名			國家_名稱	國家_名稱_國名	南米 	南方	南北	浪費
	中級	ㄴ	名詞	남부	南方	[남부] 지방	南方	南部	V		基本	地方	方位			基本_地方	基本_地方_方位	南部 	南北	浪費	下個月
	中級	ㄴ	名詞	남북	南北	[남북]을 잇다	連接「南北」	南北	V		基本	地方	方位			基本_地方	基本_地方_方位	南北 	浪費	下個月	裡面
	初級	ㄴ	名詞	남산	南山	[남산]	南山	南山	V		國家	名稱	地名			國家_名稱	國家_名稱_地名	南山 	男性	男子	南方
	初級	ㄴ	名詞	남성	男性	[남성]:여성	「男性」↔女性	男性	V		人	稱呼				人_稱呼	人_稱呼_	男性 	男子	南方	丈夫
新視4_1_01_1	高級	ㄴ		남의 눈에 띄지 않다	不起眼的						人	個性				人_個性	人_個性_				
新視4_2_1_1	高級		名詞	남이섬	南怡島	우리 주말에 [남이섬] 놀러 갈까?	這個週末我們去南怡島好嗎？			#N/A	樂	娛樂	旅遊			樂_娛樂	樂_娛樂_旅遊				
	初級	ㄴ	名詞	남자	男子	[남자]:여자	「男子」↔男生	男子	V		人	稱呼				人_稱呼	人_稱呼_	男、男子、男性 	南方	丈夫	男學生
新視4_1_02_1	高級	ㄴ		남자다운 모습	男人味						樂	人際	男女差異			樂_人際	樂_人際_男女差異				
	初級	ㄴ	名詞	남쪽	南方	[남쪽]:북쪽	「南方」↔北方		V		基本	地方	方位			基本_地方	基本_地方_方位	南側 	丈夫	男學生	白天
	初級	ㄴ	名詞	남편	丈夫	[남편]:아내	「丈夫」↔妻子	男便	V		人	家族				人_家族	人_家族_	夫 	男學生	白天	小睡
	初級	ㄴ	名詞	남학생	男學生	[남학생]:여학생	「男學生」↔女學生	男學生	V		人	稱呼				人_稱呼	人_稱呼_	男子学生 	白天	小睡	內科
	初級	ㄴ	動詞	낫다	痊癒	병이 [낫다]	病「痊癒」		V		人	健康				人_健康	人_健康_		提出	下去	下來
	初級	ㄴ	形容詞	낫다	好的	더 [낫다]	更「好的」		V		人	健康				人_健康	人_健康_		提出	下去	下來
新視4_1_01_1	高級	ㄴ		낭만적이다	浪漫型的						人	個性				人_個性	人_個性_				
	中級	ㄴ	名詞	낭비	浪費	[낭비]를 막다	防止「浪費」	浪費	V		住	支出	家計			住_支出	住_支出_家計	浪費、無駄使い 	下個月	裡面	內外
	初級	ㄴ	名詞	낮	白天	[낮]:밤	「白天」↔晚上		V		基本	時間	時刻			基本_時間	基本_時間_時刻	昼 	小睡	內科	內容
	初級	ㄴ	形容詞	낮다	矮	산이 [낮다]	山很「矮」		V		樣態	份量	大小			樣態_份量	樣態_份量_大小		寬敞	黃色	高
	高級			낮다 <> 높다	低<>高					#N/A	樣態	比較	大小								
	中級	ㄴ		낮다-낮추다	低-降低				V	#N/A	文法	狀態與轉折	詞性改變	使動		文法_使動	文法_使動_詞性改變				
	初級	ㄴ	名詞	낮잠	小睡	[낮잠]을 자다	小睡		V		住	起居				住_起居	住_起居_	昼寝 	內科	內容	鍋
	中級	ㄴ	動詞	낮추다	降低	온도를 [낮추다]	「降低」溫度		V		樣態	變化				樣態_變化	樣態_變化_		生	拿出	眺望
	中級	ㄴ	形容詞	낯설다	奇怪的	얼굴이 [낯설다]	臉孔「陌生」		V		人	評價				人_評價	人_評價_		冷靜	寛容	寬裕
新視4_1_01_1	高級	ㄴ		낯을 가린다	怕生的						人	個性	外向			人_個性	人_個性_外向				
	中級	ㄴ	動詞	낳다	生	아기를 [낳다]	「生」小孩		V		人	生老病死				人_生老病死	人_生老病死_		拿出	眺望	放下
	初級	ㄴ	代名詞	내	我	[내]가	「我」要（平語）		V		人	稱呼				人_稱呼	人_稱呼_	私の 	你	你們	他
	中級	ㄴ	依存名詞	내	-內	기간 [내]	期限「內」		V		文法	狀態與轉折	依存名詞			文法_狀態與轉折	文法_狀態與轉折_依存名詞	私の 	你	你們	他
文法	初級			내가 -	我是 -				V	#N/A	文法	基本	助詞			文法_助詞	文法_助詞_助詞				
	初級	ㄴ	名詞	내과	內科	[내과]:병원	內科		V		人	健康				人_健康	人_健康_	内科 	內容	鍋	味道
	中級	ㄴ	副詞	내내	每時每刻	일 년 [내내]	一年到頭		V		基本	時間	期間			基本_時間	基本_時間_期間		太	廣泛地	再次
	基本	ㄴ	名詞	내년	明年	[내년] 여름	「明年」夏天		V		基本	時間	年			基本_時間	基本_時間_年	来年 	黃色	綠色	國家
	中級	ㄴ	動詞	내놓다	拿出	밖으로 [내놓다]	拿出來		V		人	動作	手			人_動作	人_動作_手		眺望	放下	向下看
	初級	ㄴ	動詞	내다	提出	문제를 [내다]	「提出」問題		V		育	教學				育_教學	育_教學_		下去	下來	下雨
	中級	ㄴ	動詞	내다보다	眺望	창밖을 [내다보다]	「眺望」窗外		V		人	動作	眼			人_動作	人_動作_眼		放下	向下看	飛落
	中級	ㄴ	名詞	내달	下個月	[내달] 중순	「下個月」中旬		V		基本	時間	月			基本_時間	基本_時間_月	来月 	裡面	內外	後年
	高級	ㄴ		내도려두다	放著不管	아이를 그냥 [내버려두다]	把孩子「放著不管」				人	生老病死	照顧			人_生老病死	人_生老病死_照顧				
	初級	ㄴ	動詞	내려가다	下去	아래로 [내려가다]	「下去」下面		V		行	移動				行_移動	行_移動_		下來	下雨	超出
	中級	ㄴ	動詞	내려놓다	放下	책을 [내려놓다]	「放下」書		V		行	移動				行_移動	行_移動_		向下看	飛落	伸
	中級	ㄴ	動詞	내려다보다	向下看	아래를 [내려다보다]	向下看		V		人	動作	眼			人_動作	人_動作_眼		飛落	伸	丟
	中級	ㄴ	動詞	내려앉다	飛落	나비가 [내려앉다]	蝴蝶「落在」		V		行	移動				行_移動	行_移動_		伸	丟	放出去
	初級	ㄴ	動詞	내려오다	下來	아래로 [내려오다]	「下來」下面		V		行	移動				行_移動	行_移動_		下雨	超出	倒下
	初級	ㄴ	動詞	내리다	下雨	비가 [내리다]	「下」雨		V		自然	天氣				自然_天氣	自然_天氣_	降ろす、降りる 	超出	倒下	放進去
	中級	ㄴ	動詞	내밀다	伸	손을 [내밀다]	「伸」手		V		人	動作	手			人_動作	人_動作_手		丟	放出去	推舉上
	中級	ㄴ	動詞	내버리다	丟	쓰레기를 [내버리다]	「丟」垃圾		V		人	動作	手			人_動作	人_動作_手		放出去	推舉上	拿出
	中級	ㄴ	動詞	내보내다	放出去	밖으로 [내보내다]	「放出去」外面		V		行	移動				行_移動	行_移動_		推舉上	拿出	趕到
	中級	ㄴ	名詞	내부	裡面	[내부] 수리	「內部」修理		V		基本	地方				基本_地方	基本_地方_		內外	後年	冷凍
	中級	ㄴ	冠形詞·名詞	내성적	內向的	[내성적] 성격	「內向的」性格		V		人	個性	外向			人_個性	人_個性_外向		合乎邏輯的	代表的	文化的
新視4_1_01_1	高級	ㄴ		내성적이다	內向型的						人	個性	外向			人_個性	人_個性_外向	内気だ、内向的だ 			
	中級	ㄴ	動詞	내세우다	推舉上	무대에 [내세우다]	「登上」舞台		V		國家	行政	選舉			國家_行政	國家_行政_選舉		拿出	趕到	晾
